UUID,ESCUELA,MODALIDAD,ANNIO_POSTULACION,UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO_ORIGEN,DEPARTAMENTO_ORIGEN,PROVINCIA_ORIGEN,DISTRITO_ORIGEN,UBIGEO_IE,DEPARTAMENTO_IE,PROVINCIA_IE,DISTRITO_IE,EDAD,SEXO,PAGO,IDIOMA,LEE,ESCRIBE,HABLA,TIENE_DISCAPACIDAD,TIPO_COMUNIDAD,COMUNIDAD
3e7eb1,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,80902,CUSCO,LA CONVENCIÓN,ECHARATE,19,MASCULINO,50.0,Matsigenka,SI,NO,NO,NO,NINGUNA,NINGUNA
e6786a,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
310dc3,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,20,MASCULINO,50.0,Matsigenka,SI,NO,NO,NO,NINGUNA,NINGUNA
70b95b,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80901,CUSCO,LA CONVENCIÓN,SANTA ANA,19,FEMENINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
9daea7,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,22,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
967592,ECOTURISMO,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,22,FEMENINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
f1f4cf,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,FEMENINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
5bf898,ECOTURISMO,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80904,CUSCO,LA CONVENCIÓN,MARANURA,28,MASCULINO,50.0,Español,SI,NO,NO,NO,NINGUNA,NINGUNA
69ef55,ECOTURISMO,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,23,FEMENINO,50.0,Ashanika,SI,NO,NO,NO,NINGUNA,NINGUNA
d920f9,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,23,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
698414,INGENIERÍA AGRONÓMICA TROPICAL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,20,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
679493,INGENIERÍA AGRONÓMICA TROPICAL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,80910,CUSCO,LA CONVENCIÓN,PICHARI,20,FEMENINO,50.0,Ashanika,SI,NO,NO,NO,NINGUNA,NINGUNA
ca3713,ECOTURISMO,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,20,FEMENINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
cec57d,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,26,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
594490,INGENIERÍA AGRONÓMICA TROPICAL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,22,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
18bdc3,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,20,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
7243c2,INGENIERÍA DE ALIMENTOS,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,23,FEMENINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
da41d3,ECOTURISMO,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,21,MASCULINO,50.0,Español,SI,NO,NO,NO,NINGUNA,NINGUNA
28e20a,INGENIERÍA CIVIL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,20,FEMENINO,50.0,Nomatsigenga,SI,NO,NO,NO,NINGUNA,NINGUNA
63f797,ECOTURISMO,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,21,MASCULINO,50.0,Matsigenka,SI,NO,NO,NO,NINGUNA,NINGUNA
228034,INGENIERÍA AGRONÓMICA TROPICAL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,20,FEMENINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
989aa1,INGENIERÍA AGRONÓMICA TROPICAL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,80106,CUSCO,CUSCO,SANTIAGO,80909,CUSCO,LA CONVENCIÓN,VILCABAMBA,26,MASCULINO,50.0,Quechua,SI,NO,NO,NO,NINGUNA,NINGUNA
b2340d,INGENIERÍA AGRONÓMICA TROPICAL,EXTRAORDINARIO-COMUNIDADES ANDINO AMAZÓNICOS,2020,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,80914,CUSCO,LA CONVENCIÓN,MEGANTONI,40,MASCULINO,50.0,Matsigenka,SI,NO,NO,NO,NINGUNA,NINGUNA
